0.81541735,('moth', 'moths')
0.18197314,('mole', 'streetwalking')
0.1819074,('john', 'concubines')
0.18188846,('rats', 'slatternly')
0.18151593,('prositution', 'rot')
0.181466,('rats', 'vixen')
0.18123041,('whored', 'socialite')
0.18103708,('mongering', 'floozie')
0.18103082,('trollop', 'bunk')
0.1809437,('streetwalking', 'kine')
0.1807882,('punter', 'manwhore')
0.18069766,('cows', 'hellcat')
0.18040799,('socialite', 'sonofabitch')
0.18014765,('concubine', 'buncombe')
0.18012066,('tart', 'mistress')
0.18005972,('concubines', 'glowworm')
0.18000747,('cow', 'odalisque')
0.17993249,('moth', 'cows')
0.17979752,('jade', 'socialite')
0.1796224,('paramour', 'meretricious')
0.17960508,('slag', 'rot')
0.17960198,('moll', 'courtiers')
0.17954178,('rat', 'slutty')
0.17937957,('slutting', 'hogwash')
0.17934711,('whoredom', 'hooker')
0.17918105,('whoremongers', 'cows')
0.17917585,('rats', 'courtesans')
0.17914948,('slutting', 'courtiers')
0.17900354,('courtier', 'glowworm')
0.17890668,('mole', 'socialite')
0.17877376,('prositution', 'odalisque')
0.17872958,('harlot', 'rot')
0.17870031,('bitch', 'cows')
0.17867401,('rat', 'harlotry')
0.17855147,('buncombe', 'sluts')
0.17836146,('cunt', 'concubinage')
0.17828847,('hooking', 'strumpet')
0.17817515,('hoe', 'slut')
0.17811912,('concubines', 'bitchiness')
0.17791681,('hustler', 'hogwash')
0.17789504,('rat', 'courtesan')
0.17765397,('hooker', 'courtesans')
0.17762712,('rot', 'bunk')
0.17736088,('courtiers', 'cocotte')
0.17733851,('prostitutes', 'rat')
0.17718253,('prostitutes', 'oxen')
0.17710187,('tart', 'hooker')
0.17692812,('prostitute', 'tart')
0.17687708,('hooking', 'hooker')
0.17686646,('whoremongers', 'oxen')
0.17668775,('prositution', 'buncombe')
0.17661047,('oxen', 'courtesan')
0.17635788,('courtesans', 'moths')
0.17603496,('cows', 'moths')
0.17594935,('whores', 'cocotte')
0.17593679,('moll', 'sluts')
0.17566334,('whored', 'slag')
0.17547616,('bitch', 'rot')
0.17543833,('rot', 'hogwash')
0.17542036,('rats', 'hussy')
0.1753602,('streetwalker', 'bunkum')
0.17528275,('rats', 'sonofabitch')
0.17524563,('trollop', 'cow')
0.1750456,('prostitutes', 'meretricious')
0.1749985,('hookers', 'buncombe')
0.17489438,('hookers', 'bunk')
0.1747896,('slag', 'buncombe')
0.17472303,('moth', 'hussy')
0.17445928,('harlots', 'slag')
0.17445461,('tart', 'socialites')
0.17441869,('whores', 'glowworm')
0.17426614,('cows', 'rot')
0.17419347,('prostitute', 'cocotte')
0.17399277,('hooking', 'slattern')
0.17383157,('cattle', 'sonofabitch')
0.17381704,('hooking', 'sluttiness')
0.17373762,('glowworm', 'oxen')
0.17370325,('mole', 'slatternly')
0.1736881,('prostitutes', 'courtier')
0.17367159,('tart', 'hoe')
0.17365324,('cunt', 'courtiers')
0.17360094,('tart', 'bunkum')
0.17350933,('hookers', 'glowworm')
0.17343478,('cow', 'adulteress')
0.17341492,('rat', 'harlots')
0.17341281,('odalisque', 'bunkum')
0.17338157,('meretricious', 'mistress')
0.17331637,('moth', 'trollop')
0.17329827,('glowworm', 'bunkum')
0.17327836,('hoe', 'rot')
0.17312257,('prostitutes', 'bitch')
0.17307551,('john', 'rot')
0.17304179,('beyotch', 'bunk')
0.17280392,('glowworm', 'slut')
0.17266496,('hooking', 'floozy')
0.17241171,('moth', 'strumpets')
0.1723617,('hussy', 'bunk')
0.17227066,('slutting', 'bunkum')
0.17218135,('slattern', 'cows')
0.17204152,('socialites', 'cocotte')
0.17187114,('moth', 'slatternly')
0.17182805,('whoremongers', 'slag')
0.17170238,('moth', 'streetwalker')
0.17156878,('mole', 'slutting')
0.17154716,('prostitute', 'sonofabitch')
0.17137979,('mole', 'courtier')
0.17129463,('concubines', 'buncombe')
0.17123914,('hooking', 'socialites')
0.17106341,('odalisque', 'bunk')
0.17092699,('strumpet', 'rot')
0.17051065,('paramour', 'bunkum')
0.17010097,('slutty', 'courtiers')
0.17009309,('streetwalking', 'cocotte')
0.17006491,('rats', 'bunk')
0.16987172,('slatternly', 'bunk')
0.16977976,('strumpets', 'hoe')
0.16968566,('prostitute', 'meretricious')
0.16955921,('sonofabitch', 'bunk')
0.16929875,('mole', 'adulteress')
0.1692041,('slattern', 'oxen')
0.1691739,('hoe', 'moll')
0.16916923,('courtiers', 'manwhore')
0.16880573,('rentboy', 'cocotte')
0.16868433,('rats', 'slutting')
0.16861877,('meretricious', 'sluts')
0.16858165,('kine', 'courtier')
0.16857687,('rats', 'cocotte')
0.16854657,('beyotch', 'punter')
0.16837,('moths', 'socialites')
0.16800267,('moth', 'harlotry')
0.1679441,('rat', 'bunkum')
0.16789684,('moth', 'floozie')
0.16789381,('hooking', 'whores')
0.16765922,('rot', 'sonofabitch')
0.16764097,('mole', 'whored')
0.16757546,('bitchiness', 'hogwash')
0.1674698,('cow', 'rot')
0.16733843,('hoe', 'floozie')
0.16728869,('whored', 'courtiers')
0.16719985,('john', 'courtier')
0.16712902,('rats', 'cunt')
0.1669664,('concubinage', 'moll')
0.16693753,('moth', 'sluttiness')
0.16692717,('concubinage', 'vixen')
0.16692266,('concubinage', 'hogwash')
0.16683687,('bunk', 'harpy')
0.16666558,('whored', 'courtesans')
0.16656183,('mongering', 'slatternly')
0.16655633,('john', 'tart')
0.16654243,('hustler', 'punter')
0.16652752,('rats', 'sluts')
0.16648555,('glowworm', 'bunk')
0.16641991,('whores', 'hoe')
0.16623051,('cow', 'guff')
0.16623026,('hooking', 'whore')
0.1660307,('rot', 'slutting')
0.16591035,('cow', 'vixen')
0.16587777,('moth', 'harlot')
0.16579384,('slag', 'hogwash')
0.16578132,('slattern', 'prostitution')
0.1656618,('mole', 'punter')
0.1656052,('slattern', 'hogwash')
0.16557895,('hooking', 'hussy')
0.16538697,('rentboy', 'meretricious')
0.16483574,('floozy', 'mongering')
0.16479719,('sluttiness', 'moths')
0.16474111,('moll', 'buncombe')
0.16455846,('meretricious', 'vixen')
0.16452584,('jade', 'vixen')
0.16451828,('streetwalking', 'moths')
0.16428035,('streetwalking', 'bunk')
0.1641989,('rats', 'harlotry')
0.16410486,('glowworm', 'courtiers')
0.16403827,('moths', 'vixen')
0.16399556,('jade', 'cattle')
0.16391619,('mole', 'harlotry')
0.16388914,('concubinage', 'hustler')
0.16382521,('whoremongers', 'hoe')
0.16375017,('streetwalking', 'courtiers')
0.16372769,('hoe', 'concubine')
0.16372235,('oxen', 'bunk')
0.16365136,('sluttish', 'mole')
0.16352852,('hooking', 'hellcat')
0.16351773,('prostitute', 'jade')
0.16350564,('meretricious', 'hustler')
0.16348979,('whored', 'tart')
0.16345145,('hookers', 'hoe')
0.16329648,('prositution', 'harpy')
0.16304041,('hookers', 'courtier')
0.1628832,('john', 'bunkum')
0.1628246,('floozy', 'hoe')
0.16275972,('kine', 'rot')
0.16270605,('whored', 'rat')
0.1625389,('rats', 'strumpet')
0.16223776,('slatternly', 'bunkum')
0.16223489,('rat', 'courtesans')
0.16212186,('whoremongers', 'hooker')
0.16188739,('sluttish', 'rats')
0.16147357,('harlots', 'moths')
0.16114761,('hooking', 'harpy')
0.16112228,('manwhore', 'cocotte')
0.16104296,('cow', 'hogwash')
0.16091202,('hellcat', 'bunk')
0.1608254,('mongering', 'streetwalker')
0.16056387,('sluttish', 'hooking')
0.16050461,('hustler', 'hoe')
0.16046064,('prostitution', 'bitchiness')
0.16034353,('rats', 'kine')
0.16028512,('concubinage', 'oxen')
0.16019805,('hooker', 'guff')
0.15974429,('paramour', 'buncombe')
0.15945113,('rat', 'whoredom')
0.15927891,('mongering', 'courtesans')
0.1591821,('concubinage', 'hellcat')
0.15916479,('prostitution', 'hellcat')
0.15914379,('kine', 'courtiers')
0.1591277,('hookers', 'cocotte')
0.15898262,('hooker', 'kine')
0.15889008,('moth', 'courtesan')
0.15888378,('whored', 'rot')
0.15870157,('prostitutes', 'bitchiness')
0.15831296,('john', 'courtesans')
0.15822291,('bitchiness', 'rot')
0.15819874,('hussy', 'cows')
0.15798183,('prostitutes', 'whored')
0.15795076,('mongering', 'hookers')
0.1579357,('moth', 'courtier')
0.1577346,('guff', 'courtesans')
0.15746424,('trollop', 'rats')
0.15737201,('cows', 'hookers')
0.1571967,('rats', 'floozie')
0.1570561,('streetwalking', 'guff')
0.15692243,('floozy', 'cow')
0.15679437,('prostitution', 'socialite')
0.15676261,('streetwalker', 'hogwash')
0.1567207,('concubines', 'moths')
0.15649378,('cattle', 'rot')
0.156047,('courtier', 'sluts')
0.1560465,('courtier', 'slutting')
0.15602407,('rentboy', 'glowworm')
0.15601707,('beyotch', 'prositution')
0.15598011,('whored', 'cocotte')
0.1559777,('rats', 'odalisque')
0.15594569,('mole', 'whores')
0.15573215,('mongering', 'rot')
0.15570575,('mole', 'hooker')
0.1556049,('courtier', 'bunkum')
0.15553132,('cunt', 'rot')
0.15544128,('cow', 'courtesan')
0.15530863,('hustler', 'tart')
0.15501721,('whoremongers', 'hooking')
0.15499608,('rats', 'concubines')
0.15491958,('moth', 'kine')
0.15477361,('punter', 'floozie')
0.15462552,('rat', 'concubine')
0.15457428,('rats', 'manwhore')
0.15454647,('hellcat', 'hogwash')
0.15431473,('rentboy', 'hoe')
0.15416926,('whoremongers', 'rats')
0.15414943,('beyotch', 'jade')
0.15409504,('mole', 'hoe')
0.15405597,('cunt', 'prostitution')
0.1539447,('socialites', 'buncombe')
0.1539019,('concubinage', 'bunk')
0.15389019,('concubinage', 'slutting')
0.15387633,('harlots', 'cattle')
0.15381378,('beyotch', 'rot')
0.15376206,('jade', 'hoe')
0.15343854,('guff', 'rot')
0.1531879,('oxen', 'slatternly')
0.15308118,('cows', 'harpy')
0.15304784,('streetwalker', 'moths')
0.1528477,('mongering', 'vixen')
0.15278713,('concubines', 'bunkum')
0.1527509,('rentboy', 'bunkum')
0.15242448,('paramour', 'cow')
0.15222862,('mistress', 'cow')
0.15221651,('strumpet', 'hogwash')
0.15217888,('rat', 'hogwash')
0.1520304,('mole', 'socialites')
0.15195137,('whoremongers', 'bitchiness')
0.15191206,('whored', 'bunk')
0.15177602,('trollop', 'hoe')
0.15168808,('concubinage', 'socialite')
0.15130615,('bitch', 'punter')
0.15110852,('moth', 'socialite')
0.15098515,('mole', 'harlots')
0.1508365,('jade', 'hellcat')
0.15082185,('cows', 'slatternly')
0.15075397,('jade', 'floozie')
0.15066622,('beyotch', 'concubinage')
0.15063713,('mongering', 'rat')
0.15050387,('moth', 'cunt')
0.15044196,('cows', 'floozie')
0.15041903,('jade', 'cow')
0.15035498,('socialite', 'bunkum')
0.15030019,('paramour', 'moths')
0.15025538,('mole', 'kine')
0.15018222,('rentboy', 'hooking')
0.15009375,('bitch', 'courtier')
0.14984398,('concubinage', 'mongering')
0.14966217,('jade', 'slutting')
0.14965032,('whoremongers', 'tart')
0.14963259,('sluttish', 'oxen')
0.14957753,('jade', 'buncombe')
0.14946072,('rats', 'oxen')
0.14939654,('rot', 'concubine')
0.14926283,('whoredom', 'bunk')
0.14916311,('jade', 'prostitution')
0.14913729,('mole', 'slag')
0.14911538,('rats', 'bitch')
0.14905535,('harlot', 'bunk')
0.14893249,('rat', 'adulteress')
0.1488981,('jade', 'meretricious')
0.1487958,('prostitutes', 'jade')
0.14862952,('tart', 'whoring')
0.14834109,('cow', 'concubine')
0.14820173,('cow', 'whoring')
0.14813432,('mistress', 'oxen')
0.14802743,('guff', 'courtiers')
0.14794756,('hoe', 'harpy')
0.14778848,('jade', 'slatternly')
0.14776474,('rat', 'hooker')
0.14772901,('prostitution', 'moths')
0.14741085,('courtiers', 'bunkum')
0.14736298,('rentboy', 'bunk')
0.1467325,('prostitution', 'harpy')
0.14663643,('meretricious', 'moths')
0.1465321,('hoe', 'manwhore')
0.14638187,('slag', 'glowworm')
0.14636369,('concubinage', 'hooker')
0.14628547,('cattle', 'concubine')
0.14628139,('prostitutes', 'cattle')
0.1461988,('moth', 'john')
0.14611678,('strumpets', 'punter')
0.14601223,('hoe', 'slutty')
0.1459968,('whored', 'prostitution')
0.14594513,('jade', 'harlotry')
0.1458185,('meretricious', 'hooker')
0.14573024,('punter', 'hookers')
0.14567263,('cattle', 'harlotry')
0.14530663,('cows', 'odalisque')
0.14509992,('mongering', 'bunk')
0.14478698,('concubinage', 'socialites')
0.1447014,('cows', 'concubine')
0.1443745,('bitchiness', 'bunk')
0.14418682,('mongering', 'odalisque')
0.14417085,('mongering', 'moll')
0.14405598,('jade', 'sluttiness')
0.14372419,('cunt', 'cattle')
0.14366522,('moths', 'slatternly')
0.1436414,('mongering', 'courtesan')
0.14353228,('guff', 'odalisque')
0.14352512,('whoremongers', 'courtier')
0.1434731,('paramour', 'mongering')
0.14337502,('bitchiness', 'glowworm')
0.14330783,('slag', 'sonofabitch')
0.14312063,('meretricious', 'rat')
0.14311175,('slag', 'vixen')
0.14308135,('hoe', 'guff')
0.14307638,('socialites', 'sonofabitch')
0.14304373,('courtiers', 'slut')
0.14300129,('rot', 'slut')
0.14297627,('hoe', 'slatternly')
0.14296527,('cows', 'courtesans')
0.14291553,('prostitute', 'kine')
0.14280881,('concubinage', 'bunkum')
0.14262004,('rats', 'slut')
0.14248882,('rot', 'sluts')
0.1423623,('cow', 'bunkum')
0.14233117,('cows', 'guff')
0.14230476,('courtier', 'bunk')
0.14213867,('trollop', 'hooking')
0.14213839,('jade', 'socialites')
0.14212857,('cunt', 'punter')
0.14209221,('meretricious', 'kine')
0.14195527,('cunt', 'socialites')
0.14185654,('hoe', 'glowworm')
0.14172365,('hooker', 'bunkum')
0.14149849,('mole', 'john')
0.141262,('cows', 'cocotte')
0.14123757,('john', 'mongering')
0.1411799,('paramour', 'glowworm')
0.14102013,('rat', 'prositution')
0.14100239,('mole', 'bunk')
0.14099789,('mole', 'prositution')
0.14089958,('moths', 'sluts')
0.14087665,('jade', 'whored')
0.14085403,('streetwalking', 'rot')
0.14064604,('jade', 'prositution')
0.14063947,('mongering', 'socialites')
0.14044146,('prostitute', 'cows')
0.14034766,('bunkum', 'cocotte')
0.14030962,('jade', 'slutty')
0.14024284,('rats', 'bunkum')
0.14010802,('rat', 'oxen')
0.14005747,('streetwalking', 'cows')
0.13983618,('concubinage', 'rot')
0.13968177,('cow', 'socialite')
0.13938594,('harlotry', 'bunk')
0.13935381,('concubines', 'slag')
0.13935103,('hookers', 'hogwash')
0.13919358,('cow', 'cocotte')
0.13907832,('rats', 'harlot')
0.13892053,('mistress', 'moths')
0.13883823,('sluttish', 'cow')
0.1387315,('mongering', 'courtier')
0.13859312,('prostitutes', 'hooking')
0.13857073,('cows', 'hogwash')
0.13845396,('cocotte', 'bunk')
0.13831875,('mole', 'prostitutes')
0.13831338,('kine', 'bunk')
0.1382961,('trollop', 'moths')
0.13819331,('jade', 'whore')
0.13791385,('strumpet', 'hoe')
0.1378783,('cows', 'courtiers')
0.13785009,('kine', 'hogwash')
0.137834,('courtiers', 'bunk')
0.1377974,('hooking', 'harlots')
0.1374556,('concubines', 'moll')
0.13731845,('whoring', 'glowworm')
0.13730443,('whoredom', 'hogwash')
0.13725257,('john', 'guff')
0.13712108,('john', 'meretricious')
0.1370163,('moth', 'streetwalking')
0.13700882,('punter', 'courtier')
0.13686594,('adulteress', 'glowworm')
0.1368093,('moth', 'slag')
0.1366952,('slag', 'bunk')
0.13641879,('jade', 'bitch')
0.13624492,('mongering', 'glowworm')
0.13606764,('slag', 'moll')
0.13553064,('strumpet', 'cow')
0.13530917,('prostitution', 'buncombe')
0.1351628,('streetwalker', 'cows')
0.1351616,('oxen', 'harpy')
0.13476813,('mistress', 'buncombe')
0.13470183,('slag', 'harlotry')
0.13456388,('hellcat', 'oxen')
0.13453963,('rats', 'courtiers')
0.13439335,('streetwalker', 'slag')
0.13436458,('hustler', 'cow')
0.13426746,('hooking', 'hoe')
0.1341746,('concubines', 'cow')
0.13411462,('john', 'bitchiness')
0.13394955,('mole', 'courtesans')
0.13384022,('concubines', 'cattle')
0.13374108,('moth', 'courtesans')
0.13372105,('mole', 'buncombe')
0.13371912,('sluttiness', 'cow')
0.13360325,('whored', 'hoe')
0.13354363,('jade', 'adulteress')
0.13335899,('bitch', 'cattle')
0.13335238,('moth', 'tart')
0.13329093,('cattle', 'hellcat')
0.1332507,('hustler', 'glowworm')
0.13319074,('rat', 'guff')
0.13295628,('jade', 'sluts')
0.13284871,('tart', 'hogwash')
0.13272198,('hoe', 'hooker')
0.13260125,('rentboy', 'mongering')
0.13256368,('hoe', 'harlot')
0.1325373,('cow', 'courtesans')
0.13244422,('moths', 'courtesan')
0.13237974,('hooking', 'bitch')
0.1323697,('jade', 'whores')
0.13211815,('vixen', 'bunkum')
0.13201061,('mole', 'whoredom')
0.13190867,('punter', 'courtesan')
0.13186195,('paramour', 'bunk')
0.13183291,('socialites', 'bunkum')
0.1317632,('punter', 'kine')
0.1316983,('cattle', 'glowworm')
0.13168763,('prostitute', 'punter')
0.13155876,('prositution', 'courtiers')
0.13140514,('rats', 'floozy')
0.13136555,('socialite', 'cocotte')
0.13127705,('prositution', 'bunkum')
0.1312565,('hooking', 'mistress')
0.1312336,('john', 'oxen')
0.13095674,('punter', 'cattle')
0.13094065,('hooking', 'rat')
0.130888,('sluttiness', 'hoe')
0.1307473,('hussy', 'moths')
0.13061433,('rot', 'manwhore')
0.13046071,('rot', 'whore')
0.13043118,('guff', 'socialites')
0.1300117,('prostitutes', 'glowworm')
0.12999754,('hooker', 'cocotte')
0.12972958,('whoredom', 'slag')
0.12961164,('hoe', 'whoring')
0.12942389,('mongering', 'adulteress')
0.12939735,('courtesans', 'bunkum')
0.1292781,('hooker', 'courtiers')
0.12898128,('bitch', 'concubinage')
0.12897238,('mole', 'guff')
0.12895347,('bitch', 'prostitution')
0.12880728,('hooking', 'rats')
0.12860098,('slag', 'socialite')
0.12849842,('adulteress', 'rot')
0.12845461,('moth', 'slutting')
0.12830931,('strumpets', 'rot')
0.12827833,('hustler', 'bunkum')
0.12824482,('paramour', 'punter')
0.12815957,('hooking', 'cunt')
0.12797621,('jade', 'whoredom')
0.12788656,('hooking', 'bitchiness')
0.12779225,('floozie', 'moths')
0.127724,('rats', 'concubinage')
0.12761955,('john', 'rats')
0.12747136,('punter', 'socialite')
0.12742579,('punter', 'cow')
0.12742512,('punter', 'streetwalking')
0.12710468,('rats', 'whoredom')
0.12702948,('moths', 'slutty')
0.12701593,('rats', 'meretricious')
0.12699088,('mongering', 'streetwalking')
0.12690245,('guff', 'cattle')
0.12689811,('prostitutes', 'cow')
0.12678103,('prostitute', 'slag')
0.12635939,('sluttish', 'cows')
0.12617445,('prostitution', 'courtiers')
0.12589693,('rot', 'slatternly')
0.12558317,('hooking', 'slag')
0.12539381,('sluttish', 'hogwash')
0.12537915,('oxen', 'bunkum')
0.1250832,('mole', 'cows')
0.124905415,('mistress', 'cows')
0.124899715,('moth', 'socialites')
0.12479031,('hooking', 'moll')
0.124333866,('tart', 'rot')
0.124135904,('mongering', 'cow')
0.124026775,('punter', 'whore')
0.12401167,('jade', 'concubinage')
0.12385878,('floozy', 'punter')
0.12379368,('rat', 'courtier')
0.12346645,('jade', 'bunkum')
0.123451635,('beyotch', 'oxen')
0.123155884,('whoredom', 'moths')
0.1226309,('hooking', 'whored')
0.12262639,('rat', 'socialites')
0.12246894,('hooking', 'concubines')
0.12244258,('courtier', 'guff')
0.12241484,('hooking', 'bunk')
0.122405656,('tart', 'moths')
0.12229417,('concubinage', 'rat')
0.1222623,('prostitutes', 'bunk')
0.1221163,('hookers', 'moths')
0.1220951,('bitch', 'courtiers')
0.121686056,('whored', 'hooker')
0.121597596,('cows', 'harlot')
0.121590674,('jade', 'rat')
0.12157383,('hogwash', 'courtiers')
0.12156539,('jade', 'mistress')
0.12152784,('trollop', 'punter')
0.12146134,('strumpet', 'moths')
0.121283725,('socialite', 'buncombe')
0.12100736,('moths', 'socialite')
0.12097183,('prostitution', 'kine')
0.12079523,('hooking', 'courtesans')
0.12070344,('punter', 'cows')
0.120610185,('cows', 'whore')
0.12047463,('moth', 'floozy')
0.12044181,('rats', 'socialites')
0.12017054,('mole', 'courtesan')
0.120169275,('meretricious', 'prositution')
0.12006584,('mistress', 'slag')
0.120047174,('beyotch', 'cattle')
0.12003735,('cows', 'courtesan')
0.119968824,('cow', 'courtiers')
0.119952284,('cows', 'bunk')
0.11990798,('punter', 'buncombe')
0.119778045,('streetwalker', 'hoe')
0.11972649,('prositution', 'kine')
0.11961612,('hustler', 'cocotte')
0.11947444,('cows', 'adulteress')
0.11933601,('prostitution', 'hogwash')
0.11931435,('concubines', 'hoe')
0.11919941,('cow', 'moths')
0.11913357,('rats', 'slutty')
0.1191261,('rot', 'slutty')
0.119094945,('moth', 'bitchiness')
0.11903068,('kine', 'slag')
0.11901691,('hooker', 'bunk')
0.118847765,('jade', 'hooker')
0.11880595,('kine', 'moths')
0.1187838,('rot', 'hellcat')
0.11869445,('glowworm', 'socialites')
0.118623994,('hooking', 'streetwalker')
0.118531905,('cow', 'slutty')
0.11850993,('whoredom', 'hoe')
0.11838032,('meretricious', 'slutting')
0.11831723,('hooking', 'guff')
0.11811826,('cattle', 'moths')
0.118081436,('guff', 'adulteress')
0.11798548,('prostitutes', 'bunkum')
0.117803946,('prositution', 'hogwash')
0.11773169,('hooking', 'prostitute')
0.11766845,('hussy', 'oxen')
0.11760513,('moth', 'meretricious')
0.11744734,('cows', 'slut')
0.117338836,('jade', 'manwhore')
0.11704337,('trollop', 'cows')
0.11690388,('concubine', 'bunkum')
0.11690112,('mistress', 'bunk')
0.11685939,('hussy', 'rot')
0.116715975,('concubinage', 'sonofabitch')
0.116636924,('mongering', 'prostitution')
0.116521776,('prositution', 'bunk')
0.11648557,('rentboy', 'cow')
0.116132796,('john', 'socialites')
0.116099946,('hustler', 'rot')
0.1159427,('jade', 'slut')
0.115886524,('rats', 'whore')
0.115822,('hooking', 'kine')
0.11537589,('punter', 'mistress')
0.11532237,('cattle', 'slatternly')
0.11525873,('moth', 'prostitutes')
0.11520045,('rentboy', 'courtiers')
0.1151651,('hustler', 'concubines')
0.11503074,('jade', 'hookers')
0.11492704,('hookers', 'oxen')
0.114919454,('moths', 'hellcat')
0.114846684,('punter', 'slut')
0.11458848,('hooking', 'moths')
0.11456757,('jade', 'floozy')
0.11415584,('cattle', 'slutting')
0.1140722,('prostitute', 'guff')
0.11380281,('jade', 'cows')
0.113636665,('prostitute', 'bunkum')
0.11358882,('hookers', 'cow')
0.11354159,('mole', 'concubine')
0.1133358,('rentboy', 'rats')
0.113235734,('tart', 'courtiers')
0.11319394,('concubine', 'bunk')
0.113184445,('whoredom', 'cow')
0.11308997,('rats', 'whoring')
0.11304023,('paramour', 'slag')
0.11280236,('tart', 'hookers')
0.11272326,('floozy', 'rot')
0.112566866,('cattle', 'floozie')
0.11225644,('cows', 'bunkum')
0.11225242,('hoe', 'adulteress')
0.11224694,('hooker', 'glowworm')
0.1122032,('moth', 'concubine')
0.11208736,('moth', 'slut')
0.11192816,('hooking', 'socialite')
0.111656785,('rentboy', 'slag')
0.11151471,('streetwalking', 'cow')
0.11139207,('hooking', 'prostitution')
0.11114629,('moth', 'harlots')
0.11105866,('oxen', 'sluts')
0.11098845,('mole', 'courtiers')
0.110946566,('prostitutes', 'slag')
0.11093726,('prostitutes', 'buncombe')
0.11091228,('slag', 'concubine')
0.11084317,('cows', 'whoring')
0.11082623,('john', 'courtiers')
0.11072317,('slag', 'odalisque')
0.11063712,('meretricious', 'rot')
0.11053265,('hustler', 'bunk')
0.110454135,('rot', 'harpy')
0.11039216,('moth', 'whoredom')
0.110310785,('cows', 'buncombe')
0.11021183,('cows', 'sluts')
0.11009715,('moth', 'buncombe')
0.10985088,('prostitute', 'oxen')
0.10965098,('john', 'socialite')
0.10959365,('prositution', 'sonofabitch')
0.10930996,('moth', 'hooking')
0.10908949,('adulteress', 'bunk')
0.10904725,('concubines', 'hogwash')
0.10902229,('slag', 'socialites')
0.10887459,('beyotch', 'rats')
0.108853534,('kine', 'socialites')
0.10872241,('moll', 'bunkum')
0.10866831,('sluttish', 'rot')
0.10843535,('whoring', 'cocotte')
0.10835881,('prostitute', 'hoe')
0.10831641,('concubines', 'guff')
0.10829077,('hoe', 'bunk')
0.10826016,('mongering', 'tart')
0.10814008,('cow', 'manwhore')
0.10811156,('courtesan', 'bunkum')
0.10811093,('slattern', 'cattle')
0.108085,('beyotch', 'moth')
0.10802931,('mole', 'meretricious')
0.1080145,('cow', 'sluts')
0.107781716,('adulteress', 'hogwash')
0.107459225,('mole', 'bunkum')
0.10715198,('rot', 'cocotte')
0.1071241,('mole', 'whoring')
0.1071033,('rat', 'concubines')
0.107026964,('guff', 'bunk')
0.106993295,('prostitution', 'cattle')
0.106947124,('prositution', 'guff')
0.1069272,('rats', 'courtesan')
0.106897935,('whoremongers', 'cattle')
0.10677662,('prostitute', 'buncombe')
0.10627997,('prostitute', 'glowworm')
0.106130436,('hookers', 'slag')
0.10550736,('prositution', 'cows')
0.10520224,('prostitution', 'cows')
0.10502891,('cattle', 'adulteress')
0.10496179,('rat', 'slag')
0.10490429,('rat', 'tart')
0.10471065,('moths', 'courtiers')
0.10460996,('hooking', 'mongering')
0.10442827,('jade', 'bitchiness')
0.10422987,('guff', 'socialite')
0.10421046,('cow', 'bitchiness')
0.10419083,('jade', 'harpy')
0.104155056,('paramour', 'guff')
0.10378476,('prostitutes', 'kine')
0.10371517,('rats', 'slag')
0.10366162,('john', 'hogwash')
0.10365037,('tart', 'cow')
0.10357182,('beyotch', 'hooking')
0.103529155,('rats', 'prositution')
0.103420846,('rat', 'hoe')
0.10329094,('punter', 'hussy')
0.10288009,('punter', 'whoring')
0.10267942,('meretricious', 'prostitution')
0.10251311,('slag', 'moths')
0.10243833,('hoe', 'harlotry')
0.10241033,('prostitutes', 'rot')
0.10239914,('moths', 'slutting')
0.10233073,('mongering', 'concubine')
0.10209416,('paramour', 'cows')
0.1018278,('mongering', 'mistress')
0.101735905,('prostitution', 'rot')
0.101355225,('harlot', 'moths')
0.10082452,('mongering', 'hooker')
0.10074993,('hoe', 'buncombe')
0.10074852,('kine', 'adulteress')
0.10073666,('meretricious', 'cow')
0.10054262,('hooking', 'prositution')
0.100317776,('punter', 'prostitution')
0.10020316,('mistress', 'bunkum')
0.09986289,('prostitution', 'bunk')
0.09983142,('cow', 'courtier')
0.099617995,('prositution', 'cow')
0.099203676,('moth', 'adulteress')
0.099196844,('moths', 'bunkum')
0.09909668,('john', 'cow')
0.09890678,('whoremongers', 'mole')
0.09889464,('moth', 'whore')
0.098854125,('rot', 'moll')
0.09868992,('whored', 'courtier')
0.0985712,('prostitution', 'glowworm')
0.098304115,('hogwash', 'slatternly')
0.09802895,('hooker', 'rot')
0.097950704,('moths', 'oxen')
0.09769899,('moth', 'bunkum')
0.09752666,('cattle', 'hogwash')
0.09747918,('courtier', 'moths')
0.097376235,('moths', 'buncombe')
0.09724416,('punter', 'sluts')
0.09723284,('hoe', 'odalisque')
0.09721152,('punter', 'strumpet')
0.09705827,('prostitute', 'rats')
0.09704961,('floozy', 'oxen')
0.09670247,('mole', 'cattle')
0.096652545,('moth', 'manwhore')
0.09657671,('mongering', 'hoe')
0.096543275,('guff', 'oxen')
0.09653205,('hookers', 'rot')
0.09647713,('mongering', 'cocotte')
0.096447535,('prostitutes', 'sonofabitch')
0.09644047,('moth', 'prostitute')
0.096166156,('floozie', 'oxen')
0.09570132,('strumpets', 'cattle')
0.095658876,('streetwalking', 'hoe')
0.095609754,('hooking', 'hustler')
0.095479086,('prostitute', 'cattle')
0.09540077,('prostitute', 'moths')
0.0950682,('rats', 'prostitution')
