,id,pos,category,stereotype,lemma,level
3721,EN630,n,ddp,yes,backwardness,inclusive
1457,EN2723,n,cds,no,hybridizers,inclusive
7756,EN7033,n,an,no,gallus gallus,inclusive
3723,EN8007,n,ddp,yes,embecile,inclusive
4882,EN7536,n,qas,no,bloodhound,inclusive
3713,EN1802,n,ddp,yes,guest of his majesty,inclusive
1224,EN3683,a,dmc,yes,calamitous,conservative
481,EN6738,n,or,no,spud,inclusive
521,EN2183,n,qas,no,clutter,inclusive
6245,EN5546,n,cds,no,mafioso,conservative
89,EN2897,n,dmc,yes,speciosities,conservative
5983,EN2580,n,qas,no,household wastes,inclusive
577,EN729,n,pa,yes,barbarian,conservative
4557,EN3844,n,or,no,foeniculi fructus,inclusive
7732,EN3286,n,om,no,distare,inclusive
1921,EN2542,n,cds,no,charlantry,conservative
993,EN2452,n,om,no,faggy,conservative
980,EN1778,a,dmc,yes,bad,conservative
5056,EN771,n,pa,yes,counselor-at-law,inclusive
5450,EN4235,n,an,no,caprid,inclusive
3787,EN2693,n,an,no,crocodille,inclusive
3147,EN4569,n,ps,yes,judeo,inclusive
2822,EN116,n,pa,yes,academe,inclusive
7444,EN6677,v,asm,no,swindle,conservative
2960,EN1908,n,ps,yes,dunderheaded,conservative
4857,EN7851,n,pr,no,hetairas,inclusive
1142,EN3728,n,cds,no,fiend,conservative
1047,EN7540,n,qas,no,sleuthhound,inclusive
1327,EN2834,n,or,no,cucumbers,inclusive
3910,EN5947,n,ddp,yes,stupidety,conservative
7656,EN4968,a,dmc,yes,wrongly,conservative
4588,EN4084,n,cds,no,facism,conservative
3682,EN5098,n,an,no,bicho,inclusive
1102,EN421,n,an,no,animate being,inclusive
4469,EN2787,n,cds,no,intra-specific hybrids,inclusive
532,EN2402,n,an,no,rabbitkind,inclusive
7387,EN8247,n,cds,no,culchie,inclusive
4414,EN744,n,ps,yes,barbaric,conservative
4022,EN4794,n,ddf,yes,physical disablities,inclusive
6132,EN1194,n,qas,no,lumber czar,inclusive
2930,EN4735,n,asf,no,bird,conservative
6505,EN470,n,cds,no,perspicacity,inclusive
276,EN1178,n,qas,no,mogul,inclusive
5397,EN5543,n,ps,yes,gleaming goths,inclusive
674,EN3588,n,dmc,yes,improper,inclusive
6288,EN4848,n,ddp,yes,nonsents,conservative
6187,EN4048,n,svp,no,dillydallier,conservative
1749,EN2107,n,cds,no,tribesmen,inclusive
5624,EN7833,a,om,no,transvestite,inclusive
664,EN239,n,om,no,sodomise,inclusive
8049,EN1043,n,dmc,yes,storyteller,conservative
5418,EN2439,n,om,no,pouf,conservative
7699,EN1309,n,cds,no,mammafucker,conservative
7908,EN496,n,asf,no,stupidity,conservative
4378,EN1420,n,an,no,body snatchers,inclusive
2422,EN1839,n,cds,no,decaying meat,inclusive
7316,EN5481,a,ddp,yes,macrocephalous,inclusive
6345,EN3645,n,dmc,yes,immoralizer,inclusive
7686,EN6034,n,cds,no,half-pint,conservative
6291,EN4194,n,asf,no,pubic hairstyle,inclusive
7569,EN3996,n,cds,no,regular grand lodge of england,inclusive
4829,EN5281,n,or,no,meticulousness,inclusive
5271,EN6064,n,cds,no,idiolatry,inclusive
5064,EN857,n,an,no,fall guy,conservative
2554,EN857,n,asf,no,fall guy,conservative
2461,EN3097,n,cds,no,nickel novel,inclusive
3847,EN8085,n,an,no,v. communis,inclusive
7361,EN2514,n,ddp,yes,blabber,conservative
5745,EN5300,n,cds,no,rest-room,inclusive
1825,EN7972,n,pa,yes,corviser,inclusive
7772,EN3677,n,dmc,yes,immorality,conservative
5530,EN5519,n,cds,no,m a f i a,inclusive
4294,EN1949,n,re,no,traducement,inclusive
3880,EN3175,n,dmc,yes,dissimulation,conservative
1326,EN387,n,an,no,mesofauna,inclusive
8209,EN5989,n,an,no,mollusc,inclusive
551,EN316,n,cds,no,odds and ends,inclusive
1309,EN2591,n,qas,no,junk,inclusive
3497,EN2585,n,qas,no,scrap,inclusive
2873,EN5350,n,an,no,mollusca,inclusive
7050,EN3152,n,svp,no,unpleasant,inclusive
5130,EN8014,n,re,no,ferocity,inclusive
7594,EN3727,n,qas,no,divulgence,inclusive
1541,EN411,n,ddp,yes,animalia 101,inclusive
4871,EN7731,n,asm,no,phalic,inclusive
1189,EN1581,n,qas,no,businessmen,inclusive
580,EN3192,n,dmc,yes,hypocrit,conservative
2151,EN5620,n,dmc,yes,rudesbys,conservative
5346,EN1613,n,qas,no,bourgeoisified,inclusive
3987,EN4755,a,dmc,yes,hidebound,conservative
4228,EN1759,n,cds,no,decrepit car,inclusive
7000,EN7533,n,cds,no,grind,conservative
557,EN5015,a,dmc,yes,faineant,conservative
860,EN3213,n,om,no,inferiorly,inclusive
1780,EN1921,n,ddp,yes,lout,inclusive
913,EN1707,n,cds,no,derelict,conservative
1590,EN7400,a,is,yes,miserable,conservative
1067,EN3016,n,cds,no,incriminating,inclusive
163,EN6864,n,cds,no,grumbler,conservative
1771,EN75,n,re,no,maltreatments,inclusive
6261,EN734,n,rci,yes,boor,conservative
5636,EN4896,n,is,yes,paupers,inclusive
3336,EN5062,a,is,yes,unfortunate,inclusive
6389,EN5445,n,cds,no,nurseling,inclusive
3248,EN396,n,ddp,yes,brute,conservative
5249,EN1065,n,cds,no,bigoted,conservative
2016,EN2012,n,re,no,accuses falsely,inclusive
7021,EN7427,n,an,no,kokroach,inclusive
7682,EN6818,n,cds,no,stickler,conservative
1691,EN6899,n,cds,no,religiosities,inclusive
1527,EN5194,n,svp,no,invidia,inclusive
7487,EN3914,n,dmc,yes,fools,inclusive
3000,EN638,n,cds,no,knock shop,inclusive
6164,EN4445,n,pr,no,whore-mongers,conservative
7303,EN1100,n,an,no,varlet,conservative
2496,EN407,n,ddp,yes,animalia kingdom,inclusive
4191,EN844,n,an,no,vulture,inclusive
6273,EN1896,n,asf,no,idioticness,conservative
721,EN885,n,pr,no,bawd,conservative
614,EN6096,n,ps,yes,Черножопый,conservative
281,EN5485,n,cds,no,maffias,conservative
8108,EN1296,n,cds,no,cocksucker,conservative
3859,EN525,n,ps,yes,dolt,conservative
2817,EN2645,n,an,no,prickteaser,conservative
2978,EN3460,n,dmc,yes,delicts,inclusive
6760,EN5531,n,re,no,the m. a. f. f. i. a.,inclusive
2443,EN1439,n,svp,no,tedium,inclusive
1194,EN663,n,ddp,yes,churl,conservative
6751,EN3239,n,om,no,rear,inclusive
4277,EN6265,n,cds,no,impulsive sex,conservative
2002,EN3051,n,cds,no,cernō,inclusive
2536,EN2888,v,asm,no,scoff,inclusive
7708,EN2529,v,cds,no,palaver,inclusive
1270,EN2904,n,dmc,yes,deceiving,conservative
2362,EN6342,n,cds,no,boycrazier,conservative
6170,EN5456,n,cds,no,police women,conservative
2489,EN4991,n,dmc,yes,role player,conservative
96,EN3804,n,qas,no,farmist,inclusive
6434,EN6674,v,re,no,hornswoggle,inclusive
2996,EN5242,a,svp,no,petulant,conservative
7664,EN5908,n,ddp,yes,microcephalus,inclusive
6937,EN3018,n,cds,no,criminates,inclusive
1210,EN404,n,an,no,macrofauna,inclusive
3027,EN873,n,ddp,yes,victim,conservative
7384,EN533,n,or,no,fuckhead,conservative
6468,EN4985,n,dmc,yes,psuedo,conservative
533,EN4388,n,re,no,stolen property,inclusive
884,EN5890,n,an,no,microoerganisms,inclusive
873,EN3920,n,dmc,yes,witcracker,inclusive
4013,EN4437,n,pr,no,punter,conservative
1152,EN2864,n,dmc,yes,trickster,conservative
5881,EN2295,n,svp,no,sexual urges,inclusive
6555,EN2450,n,om,no,faggedy,conservative
7185,EN6030,n,cds,no,thief,inclusive
1827,EN3384,n,svp,no,gormandism,inclusive
1276,EN688,n,asm,no,nadgers,inclusive
641,EN1226,n,cds,no,bounder,conservative
5704,EN1862,n,cds,no,establishment,inclusive
8193,EN513,n,dmc,yes,fool,inclusive
6960,EN5751,n,cds,no,superbia,conservative
964,EN1432,n,pa,yes,uncouthness,conservative
7326,EN1475,n,an,no,bos taurus,inclusive
6968,EN343,n,cds,no,tormenter,conservative
7457,EN2727,n,ps,yes,interspecies reproduction,inclusive
5539,EN4360,n,cds,no,larcency,inclusive
5897,EN3891,n,qas,no,jam,inclusive
6511,EN1697,n,an,no,stinker,conservative
1796,EN3928,n,cds,no,freak,conservative
1231,EN1101,n,an,no,rascal,conservative
6803,EN4171,n,cds,no,gaoler,inclusive
91,EN2555,n,ddp,yes,montambanco,conservative
6561,EN5713,a,dmc,yes,iniquitous,conservative
8064,EN1119,n,dmc,yes,outlaw,inclusive
7568,EN5208,n,svp,no,wrathful,inclusive
791,EN4811,n,ddf,yes,disablement,inclusive
7495,EN4450,n,pr,no,whoremongers,inclusive
2858,EN742,n,pa,yes,ceorle,conservative
4931,EN6865,n,cds,no,bellyacher,conservative
3444,EN4605,n,ps,yes,israelite,inclusive
877,EN1057,a,ddp,yes,dumb,conservative
3823,EN3923,n,dmc,yes,wit-crackers,inclusive
3571,EN6625,n,cds,no,bagong yaman,inclusive
3936,EN7062,n,cds,no,infanthood,inclusive
3681,EN377,n,an,no,anguilla,inclusive
3785,EN1879,n,is,yes,ishmael,inclusive
6685,EN8089,n,an,no,pelias subalpina,inclusive
5522,EN335,n,asf,no,tripe,conservative
6799,EN4458,n,pr,no,whored,conservative
6385,EN2411,n,pa,yes,lance-duffadar,inclusive
394,EN6848,n,cds,no,gossips,inclusive
8031,EN4054,n,dmc,yes,sleiveen,conservative
589,EN5535,n,ps,yes,ostrogoths,inclusive
5505,EN2707,n,an,no,crocodillian,inclusive
5420,EN3746,n,cds,no,panderer,inclusive
1766,EN5446,n,svp,no,luxuria,inclusive
682,EN876,n,ddp,yes,ninny,conservative
2369,EN5326,n,cds,no,convenience,inclusive
7243,EN881,n,ddp,yes,boob,conservative
5345,EN739,n,rci,yes,barbarous,conservative
8037,EN7839,n,pr,no,harpy,conservative
6259,EN2004,n,re,no,groundless accusation,inclusive
6100,EN1923,n,cds,no,idiotic,inclusive
1178,EN1804,n,ddp,yes,federal inmate,inclusive
5891,EN777,n,pa,yes,advocate,inclusive
2770,EN3719,n,cds,no,kinfolk,inclusive
8187,EN1369,n,an,no,cuckold,conservative
8196,EN683,n,asm,no,ballix,inclusive
6554,EN4438,n,pr,no,strumpets,conservative
3828,EN1911,n,asm,no,moronic,inclusive
2000,EN3943,n,asm,no,præputium,inclusive
5537,EN3468,a,qas,no,mad,inclusive
30,EN2029,n,re,no,slanderer,conservative
3556,EN7329,n,an,no,batrachian,inclusive
3598,EN2902,n,dmc,yes,duplicitious,conservative
6700,EN5180,n,svp,no,envies,inclusive
2557,EN2051,n,cds,no,ragtag,conservative
3158,EN7557,a,dmc,yes,scummy,conservative
4084,EN7161,a,ddf,yes,distorted,inclusive
3523,EN5205,n,svp,no,pissed off,inclusive
1548,EN7988,n,cds,no,venality,conservative
833,EN5068,n,cds,no,tai ee long,inclusive
6160,EN6781,v,cds,no,harangue,inclusive
7783,EN1318,n,ddp,yes,arse,conservative
5444,EN2575,n,qas,no,municipal composting,inclusive
2562,EN959,n,cds,no,falsity,conservative
4681,EN1883,n,an,no,pansy,conservative
4189,EN3874,n,pa,yes,fishmonger,inclusive
718,EN2797,n,qas,no,conformism,inclusive
807,EN2042,n,cds,no,scammer,conservative
7900,EN703,a,svp,no,greedy,inclusive
2741,EN7655,n,re,no,laws on sex,inclusive
3599,EN1108,n,dmc,yes,scalawag,conservative
1679,EN1935,n,pr,no,bitch-slap,conservative
2573,EN4916,a,ddp,yes,ignorant,conservative
2056,EN6862,n,cds,no,complainer,conservative
1233,EN664,n,is,yes,scrooge,conservative
8096,EN6872,n,an,no,pediculus corporis,inclusive
1351,EN699,n,asm,no,egg,inclusive
127,EN3214,n,om,no,posteriorly,inclusive
4453,EN738,n,rci,yes,goth,conservative
585,EN3835,n,re,no,outwrest,inclusive
2134,EN3411,n,pa,yes,porter,inclusive
649,EN6270,n,cds,no,boycraziest,conservative
669,EN3518,n,an,no,escargots,inclusive
4959,EN7498,n,ddp,yes,unwise,inclusive
7470,EN740,n,pa,yes,churls,conservative
495,EN1103,n,re,no,scallywag,conservative
2426,EN5332,n,cds,no,necessarium,inclusive
2879,EN4079,n,cds,no,parafascism,conservative
4442,EN3075,n,cds,no,criminately,inclusive
7299,EN210,n,om,no,fudgepack,inclusive
3641,EN6694,v,cds,no,exit,inclusive
978,EN5924,n,an,no,yorkshire leicester,inclusive
4844,EN4399,n,pr,no,prostitution,inclusive
2102,EN2448,n,or,no,beanqueen,conservative
4023,EN2912,n,dmc,yes,speciousity,conservative
4892,EN7818,n,om,no,crossdressers,inclusive
5910,EN402,n,ddp,yes,creature,inclusive
3341,EN7829,n,om,no,transvestism,inclusive
3863,EN3444,n,svp,no,voraciousness,conservative
7009,EN25,n,svp,no,hyperboulia,inclusive
7413,EN2676,n,qas,no,crew,inclusive
7637,EN7440,n,an,no,cockroach,inclusive
2198,EN2796,n,qas,no,conforming,inclusive
1496,EN45,n,svp,no,indifference,inclusive
5413,EN3224,n,om,no,terms for anatomical location,inclusive
4634,EN6150,n,ps,yes,Ñegro,inclusive
2735,EN3493,n,asm,no,hard-on,inclusive
3231,EN7768,n,re,no,tortures,inclusive
7214,EN3679,a,cds,no,contemptible,conservative
1995,EN4491,n,om,no,sexuality of the human male,inclusive
2168,EN338,n,an,no,rubbish,conservative
2711,EN7288,a,qas,no,dilettanteish,conservative
7476,EN494,n,or,no,"nick, jr.",inclusive
7398,EN434,n,re,no,slander,conservative
4307,EN4451,n,pr,no,mongering,conservative
4726,EN5750,n,cds,no,pride,inclusive
5167,EN7894,n,cds,no,'ndrangheta,inclusive
6891,EN1960,n,re,no,defaming,inclusive
5871,EN6647,v,cds,no,glut,inclusive
2143,EN6514,n,cds,no,lucrum cessans,conservative
1752,EN4686,n,cds,no,hubris,conservative
1937,EN7415,a,an,no,mulish,inclusive
7432,EN3329,n,om,no,anatomical terms for location,inclusive
4645,EN5221,n,svp,no,💢,inclusive
5758,EN7496,n,ddp,yes,stultifications,inclusive
66,EN419,n,an,no,faunae,inclusive
2697,EN7414,n,cds,no,henchwoman,conservative
6211,EN619,n,is,yes,miser,conservative
5868,EN296,n,qas,no,tabieen,inclusive
5190,EN4591,n,ps,yes,jew,inclusive
1716,EN1062,n,cds,no,bigget,conservative
274,EN746,n,cds,no,birin,conservative
2005,EN6707,v,cds,no,chaffer,inclusive
7283,EN7945,n,cds,no,conspiracy buff,inclusive
349,EN2791,n,re,no,crucifixion,inclusive
2596,EN7290,a,dmc,yes,dirty,inclusive
7184,EN1752,n,re,no,villians,conservative
6465,EN7359,v,re,no,pocket,inclusive
4784,EN6539,n,qas,no,walloper,conservative
5347,EN889,n,pr,no,fancy woman,conservative
3482,EN1945,n,re,no,libellist,inclusive
1867,EN1909,n,asm,no,moron,inclusive
2899,EN3340,n,om,no,midpupillary line,inclusive
6325,EN4045,n,an,no,rage,inclusive
164,EN3748,n,cds,no,pimping,conservative
2861,EN320,n,cds,no,mishmash,inclusive
3726,EN1704,n,dmc,yes,tramp,conservative
6513,EN739,n,ddp,yes,barbarous,conservative
4752,EN4186,n,asf,no,netherhair,inclusive
5157,EN1688,n,cds,no,mass,conservative
3893,EN5875,n,an,no,microörganism,inclusive
6878,EN3443,n,svp,no,ravenousness,conservative
7205,EN3075,n,re,no,criminately,inclusive
3234,EN1707,n,dmc,yes,derelict,conservative
2587,EN3563,n,dmc,yes,moralisms,inclusive
1700,EN3263,n,om,no,terms for zootomical location,inclusive
4256,EN3778,n,cds,no,sex-traders,conservative
4632,EN4498,n,om,no,poofy,inclusive
1807,EN1365,n,an,no,horner woman,conservative
2052,EN615,n,is,yes,penny pincher,conservative
772,EN4940,n,cds,no,school marm,inclusive
8099,EN2425,n,cds,no,newspaperwoman,inclusive
8151,EN1904,n,ddp,yes,dunder heads,inclusive
4851,EN867,n,ddp,yes,dullard,conservative
1492,EN5684,n,cds,no,party,inclusive
6213,EN7274,n,re,no,snatcher,inclusive
1564,EN5090,n,cds,no,money lender,inclusive
5471,EN3834,n,re,no,exacted,inclusive
5697,EN1453,n,an,no,b. taurus,inclusive
6226,EN3753,n,cds,no,pimpin,conservative
1570,EN325,n,asm,no,outgrowth,inclusive
5808,EN1366,n,an,no,wittolds,conservative
6538,EN5600,n,cds,no,papparazzi,inclusive
119,EN3462,n,dmc,yes,delict,inclusive
7201,EN783,n,pa,yes,minister-counselor,inclusive
548,EN535,n,ddp,yes,loggerhead,conservative
727,EN2722,n,ps,yes,cross-breeding,inclusive
1291,EN3705,n,dmc,yes,profligately,inclusive
2258,EN2491,n,cds,no,gossip,conservative
5381,EN8006,a,re,no,unruly,conservative
5385,EN1676,n,cds,no,hauteur,conservative
1176,EN5200,n,svp,no,choler,inclusive
7539,EN6282,n,cds,no,man-craziest,conservative
4496,EN982,n,cds,no,fashion-monger,inclusive
5811,EN895,n,pr,no,cyprian,conservative
7144,EN6671,v,asm,no,gyp,conservative
7945,EN6911,n,asm,no,wank,conservative
7275,EN6607,n,qas,no,scrounger,conservative
3572,EN678,n,asm,no,testicals,inclusive
3593,EN4573,n,ps,yes,juadism,inclusive
7610,EN7507,a,ddp,yes,dull,conservative
3177,EN521,n,ddp,yes,simple,conservative
7305,EN3368,n,svp,no,gourmandising,conservative
3871,EN1056,a,ddp,yes,silly,conservative
6501,EN7765,n,re,no,tortured,inclusive
8066,EN7217,n,or,no,autumn poem,inclusive
2251,EN755,n,ddp,yes,savagery,conservative
1534,EN3196,n,dmc,yes,hypocrite,conservative
6327,EN2278,n,or,no,brassica oleraca,inclusive
1149,EN3026,n,re,no,criminals,inclusive
8147,EN1197,n,qas,no,railroad czar,inclusive
2789,EN3323,n,om,no,planes of motion,inclusive
3959,EN2678,n,asm,no,wankers,conservative
5634,EN1752,n,an,no,villians,conservative
2421,EN4998,n,svp,no,leching,inclusive
7677,EN2039,n,cds,no,frauder,conservative
1844,EN10,n,svp,no,laziness,inclusive
2318,EN1740,n,dmc,yes,heavies,conservative
7807,EN3717,n,svp,no,idleness,inclusive
1437,EN6972,n,re,no,plagiarise,inclusive
2907,EN4662,n,svp,no,overeats,inclusive
6043,EN7576,n,pr,no,lampyris parvicollis,inclusive
1011,EN6918,a,svp,no,cocksure,conservative
3548,EN6863,n,cds,no,sniveller,conservative
3954,EN3047,n,re,no,criminalities,inclusive
4058,EN2926,n,dmc,yes,mystifiers,conservative
6863,EN5737,n,asm,no,pole,inclusive
7442,EN1257,n,cds,no,mongrels,inclusive
2956,EN6493,n,dmc,yes,homonculi,inclusive
3014,EN1821,n,an,no,man-eating,inclusive
3335,EN6689,v,cds,no,go,inclusive
7687,EN4527,n,om,no,homosexualism,inclusive
7701,EN4559,n,ps,yes,jewdaism,inclusive
5593,EN5415,n,an,no,stick-in-the-mud,conservative
6212,EN7296,a,svp,no,wolfish,inclusive
3225,EN4420,n,pr,no,bawds,conservative
1960,EN4678,n,qas,no,shack,inclusive
4319,EN690,n,qas,no,teste,inclusive
4000,EN905,n,pr,no,slutte,conservative
3081,EN84,n,re,no,abused,inclusive
6068,EN6623,n,cds,no,parvenu,inclusive
4180,EN1924,n,asm,no,changelings,inclusive
7107,EN6299,n,cds,no,boy-crazily,conservative
812,EN1251,n,cds,no,mongrelized,inclusive
1253,EN5962,n,pa,yes,shepherds,inclusive
1301,EN2304,n,asm,no,fuque,conservative
1953,EN5357,n,an,no,molluscoidea,inclusive
4206,EN93,n,re,no,misuse,inclusive
5009,EN6777,v,cds,no,exsiccate,inclusive
1448,EN4045,n,svp,no,rage,conservative
4337,EN5267,n,cds,no,abigeus,inclusive
1724,EN7853,n,asm,no,ornis,inclusive
7334,EN3001,n,re,no,criminated,inclusive
1728,EN7138,n,cds,no,advocacy,inclusive
4434,EN5536,n,ps,yes,ostrogothi,inclusive
756,EN6157,n,ps,yes,groid,inclusive
2439,EN5852,n,an,no,single-cellers,inclusive
8129,EN1952,n,re,no,libeller,inclusive
5620,EN4246,n,dmc,yes,goof-off,conservative
5261,EN1811,n,cds,no,wagon road,inclusive
5182,EN3747,n,cds,no,sextrader,conservative
4753,EN1898,n,asm,no,idiocity,inclusive
1627,EN1933,n,pr,no,cunt,conservative
1346,EN1416,n,qas,no,botcher,conservative
5559,EN6463,n,re,no,operation sundevil,inclusive
5230,EN2396,n,an,no,rabit,inclusive
1633,EN1050,n,pa,yes,bellboy,inclusive
7390,EN4528,n,om,no,woofter,inclusive
6627,EN5175,v,cds,no,conjure,inclusive
8012,EN2109,n,cds,no,shakkanhō,inclusive
3437,EN4864,n,is,yes,modest means,inclusive
7232,EN5329,n,cds,no,rest-rooms,inclusive
4755,EN2288,n,cds,no,throng,inclusive
2546,EN5520,n,cds,no,m. a. f. i. a.,inclusive
1822,EN2456,n,om,no,faggotry,conservative
2836,EN2730,n,ps,yes,crop enhancement,inclusive
657,EN6561,n,an,no,"antibodies, helminth",inclusive
5856,EN5880,n,an,no,micro-organismic,inclusive
5907,EN2453,n,or,no,poof,conservative
617,EN3462,n,re,no,delict,inclusive
5788,EN520,n,an,no,tomfool,conservative
4229,EN4920,n,an,no,relentlessness,conservative
5223,EN3962,n,cds,no,free-mason,inclusive
1034,EN2543,n,ddp,yes,katerfelts,conservative
4214,EN7703,n,re,no,terrorism,inclusive
4149,EN7579,n,an,no,lampyris submucronata,inclusive
1242,EN5724,n,asm,no,petit pois,inclusive
6224,EN2756,n,cds,no,mammal hybrids,inclusive
610,EN5742,n,ddp,yes,prattler,inclusive
7354,EN5341,n,dmc,yes,slacking,conservative
2495,EN1922,n,asf,no,idiotes,conservative
6140,EN7264,n,re,no,stickup,inclusive
969,EN795,n,pa,yes,attorney,inclusive
1859,EN1883,n,cds,no,pansy,conservative
2718,EN741,n,ps,yes,barbarously,conservative
5065,EN413,n,ddp,yes,beast,inclusive
1789,EN2669,n,an,no,athene noctua,inclusive
6133,EN2050,n,ddp,yes,riffraff,conservative
4757,EN3201,n,dmc,yes,dissimulate,conservative
2381,EN2844,n,or,no,cuke,inclusive
6199,EN6601,n,an,no,leech,inclusive
3539,EN6237,n,cds,no,furor uterinus,conservative
6023,EN5479,n,cds,no,policewoman,conservative
1744,EN5196,a,svp,no,jealous,conservative
2028,EN3960,n,cds,no,masonism,inclusive
4725,EN730,n,rci,yes,barberian,conservative
3376,EN1922,n,cds,no,idiotes,inclusive
1671,EN3503,n,asm,no,stiffy,inclusive
852,EN6517,n,cds,no,loan-sharking,inclusive
3924,EN5490,n,cds,no,the m.a.f.f.i.a.,inclusive
2728,EN5927,n,an,no,yowe,inclusive
5059,EN6901,a,re,no,angry,inclusive
308,EN1015,n,ps,yes,bendouin,inclusive
1787,EN3207,n,om,no,butt,inclusive
5039,EN4123,n,asf,no,per vaginam,conservative
6564,EN2978,n,an,no,looter,inclusive
171,EN746,n,rci,yes,birin,conservative
5362,EN336,n,ddp,yes,applesauce,conservative
5456,EN1735,n,re,no,villain,conservative
5596,EN7111,a,dmc,yes,falsified,conservative
194,EN1104,n,cds,no,rapscallion,conservative
5954,EN339,n,asf,no,trash,conservative
8052,EN735,n,pa,yes,tyke,conservative
2548,EN2418,n,cds,no,foreign news office,inclusive
4300,EN6355,n,cds,no,boy crazier,conservative
7524,EN4769,a,an,no,stingy,conservative
5192,EN1892,n,cds,no,namby-pamby,conservative
848,EN1042,n,dmc,yes,fabricator,conservative
94,EN4068,n,cds,no,fashism,conservative
1413,EN828,n,an,no,doggie,inclusive
5284,EN1372,n,cds,no,dead-end street,inclusive
3365,EN3612,n,dmc,yes,moral codes,inclusive
1585,EN2053,n,an,no,scum,conservative
6758,EN524,n,ps,yes,simpleton,conservative
7113,EN6573,v,cds,no,blither,conservative
1126,EN6516,n,cds,no,usurious,inclusive
1473,EN6637,v,re,no,bedevil,inclusive
1101,EN3757,n,cds,no,mac,conservative
5777,EN1709,n,dmc,yes,stinkpot,inclusive
5538,EN5493,n,cds,no,moffias,conservative
1235,EN8190,n,ps,yes,calé,inclusive
7547,EN6260,n,cds,no,sexually impulsive,conservative
3258,EN878,n,asm,no,booby,conservative
1399,EN3569,n,dmc,yes,moraliser,inclusive
3752,EN420,n,an,no,animals,inclusive
6858,EN699,n,qas,no,egg,inclusive
3848,EN1687,n,cds,no,volume,inclusive
113,EN1448,n,svp,no,boredom,inclusive
4037,EN3777,n,cds,no,procurers,conservative
146,EN7483,n,cds,no,scientismist,inclusive
2077,EN4690,n,cds,no,hybris,conservative
4754,EN3773,n,cds,no,madams,conservative
6297,EN701,a,svp,no,covetous,inclusive
1839,EN5704,n,dmc,yes,mauvais,inclusive
1577,EN1740,n,cds,no,heavies,conservative
86,EN956,n,dmc,yes,lie,inclusive
3194,EN6646,v,cds,no,overgorge,inclusive
1446,EN4091,n,asm,no,faba vulgaris,inclusive
6438,EN5452,n,svp,no,lasciviously,inclusive
7006,EN7582,n,pr,no,lampyris sibirica,inclusive
7005,EN8161,n,dmc,yes,turn-coating,conservative
2157,EN4958,n,cds,no,scribe,conservative
7312,EN6103,n,ps,yes,darkie,conservative
4063,EN2395,n,an,no,🐰,inclusive
1200,EN7843,n,pr,no,heterai,inclusive
1092,EN8221,n,ps,yes,romany,inclusive
3093,EN6954,n,re,no,maritime hijacking,inclusive
7660,EN859,n,an,no,gull,conservative
2382,EN6431,n,re,no,murder,inclusive
5452,EN1661,n,cds,no,presumptuousness,conservative
7633,EN7214,a,is,yes,detached,inclusive
2912,EN5945,n,ddp,yes,fatuousness,conservative
2681,EN663,n,is,yes,churl,conservative
4299,EN3768,n,cds,no,sex-trader,inclusive
3377,EN6642,v,cds,no,engorge,inclusive
3120,EN5214,n,svp,no,angrier,inclusive
5194,EN5753,n,or,no,pumpkin,inclusive
7868,EN7896,n,cds,no,ntrangata,inclusive
4418,EN5438,n,cds,no,akranis,conservative
6185,EN1166,n,ps,yes,blackness,inclusive
4098,EN5513,n,re,no,m a f f i a,conservative
6453,EN2230,n,qas,no,cast system,inclusive
4646,EN7441,n,an,no,roach,inclusive
7935,EN5650,n,qas,no,microparasites,inclusive
2136,EN7076,a,an,no,bestial,conservative
7451,EN432,n,re,no,defamation,conservative
3563,EN396,n,ddp,yes,brute,inclusive
6532,EN3911,n,cds,no,buffoons,inclusive
4944,EN1542,n,asm,no,black-oranges,inclusive
3442,EN1923,n,asm,no,idiotic,inclusive
6369,EN6098,n,ps,yes,nigger,conservative
3097,EN6906,a,an,no,animalistic,inclusive
1525,EN2942,n,cds,no,demagogism,conservative
523,EN7577,n,pr,no,cantharis noctiluca,inclusive
7549,EN5345,n,dmc,yes,slackingly,conservative
2009,EN985,n,cds,no,d00d,inclusive
4406,EN6710,n,or,no,potatoe,inclusive
450,EN796,n,pa,yes,legal practitioners,inclusive
7793,EN720,n,qas,no,ballest,inclusive
3013,EN1953,n,re,no,calumnies,inclusive
4670,EN7738,n,asm,no,phalli,inclusive
5180,EN6114,n,ps,yes,niggish,inclusive
575,EN194,n,cds,no,vanity,conservative
7933,EN707,a,svp,no,grabby,inclusive
3631,EN2720,n,ddf,yes,crookback,inclusive
1458,EN6304,n,cds,no,man crazily,conservative
7324,EN4854,n,ddp,yes,nonesense,conservative
925,EN524,n,ddp,yes,simpleton,conservative
4943,EN5227,n,svp,no,angriness,inclusive
5940,EN745,n,ddp,yes,peasant,conservative
4143,EN5033,n,dmc,yes,dissemblers,inclusive
7892,EN5871,n,an,no,plant microbiology,inclusive
6067,EN4258,n,cds,no,reactionaries,conservative
5869,EN510,n,asf,no,twat,conservative
655,EN3930,n,cds,no,junky,conservative
629,EN2948,n,cds,no,demagogues,conservative
1026,EN3371,n,svp,no,gourmandise,inclusive
161,EN4351,n,cds,no,stealing,inclusive
667,EN1160,n,ps,yes,blackeness,inclusive
6271,EN742,n,cds,no,ceorle,conservative
7812,EN114,n,pa,yes,academics,inclusive
