0.8145625,('villain', 'villian')
0.020664746,('impoverished', 'poorness')
0.020607812,('unseasonable', 'meanness')
0.020418707,('misers', 'penniless')
0.020284098,('untimely', 'pariahs')
0.020241136,('hapless', 'meager')
0.02022543,('pauper', 'impoverish')
0.019957554,('mendicant', 'miserable')
0.019578442,('parochial', 'separated')
0.019496806,('pitiable', 'impoverish')
0.019355802,('pathetic', 'unseasonable')
0.019347562,('beggar', 'narrow')
0.019347036,('stingy', 'have-not')
0.019324152,('wretched', 'skinflint')
0.019182332,('implore', 'villainous')
0.01911155,('dropout', 'miser')
0.01881412,('pathetic', 'miser')
0.018580073,('segregated', 'villain')
0.018450638,('meagre', 'parsimonious')
0.018291455,('pauper', 'low-income')
0.01817726,('unseasonable', 'pray')
0.017986462,('pariah', 'beg')
0.017937617,('poorness', 'pariah')
0.017931923,('implore', 'untimely')
0.017783515,('meagre', 'misfortunate')
0.017687328,('supplicate', 'wrong')
0.017680006,('ishmael', 'pitiable')
0.01763637,('poorly', 'pariah')
0.01759571,('tightwad', 'low-income')
0.017577514,('mendicant', 'poverty-stricken')
0.017566528,('dropout', 'impoverishment')
0.017416116,('heavies', 'pariahs')
0.017403418,('detached', 'heavies')
0.017329322,('beggar', 'stinginess')
0.017318761,('pathetic', 'implore')
0.016746588,('wrong', 'poverty-stricken')
0.016606454,('badguy', 'impoverish')
0.01632072,('sad', 'low-income')
0.016225925,('parsimony', 'poorness')
0.016031267,('ishmael', 'beg')
0.015945267,('mendicant', 'poorest')
0.01592205,('unseasonable', 'impoverishing')
0.015795512,('villians', 'parsimonious')
0.015704429,('niggard', 'miscreants')
0.015649945,('villain', 'poorest')
0.015545761,('poorly', 'meanness')
0.015344944,('poverty', 'pitiful')
0.015276657,('scoundrel', 'detached')
0.015188938,('scoundrel', 'unhappy')
0.015186759,('implore', 'niggard')
0.015130953,('pathetic', 'niggard')
0.014998847,('ishmael', 'narrow')
0.014926906,('poverty-stricken', 'pray')
0.014829134,('beggar', 'poorness')
0.014803605,('parsimonious', 'meanness')
0.014737635,('wretched', 'mean')
0.014490299,('unseasonable', 'pauper')
0.01445498,('stingy', 'untimely')
0.014404941,('indigent', 'miser')
0.014364147,('insular', 'penniless')
0.014342406,('paupers', 'have-not')
0.01424339,('miser', 'unhappy')
0.0138849225,('villians', 'meanness')
0.013817146,('ill-timed', 'impoverishing')
0.0134936925,('castaway', 'miscreants')
0.0133747095,('mendicant', 'pray')
0.013263388,('outcast', 'beg')
0.013250207,('tightwad', 'meager')
0.0131540755,('misers', 'poverty-stricken')
0.013106145,('pariah', 'villainess')
0.013080785,('castaway', 'narrow-minded')
0.012942724,('isolated', 'mean')
0.012927801,('unseasonable', 'poor')
0.01279275,('beggar', 'ill-timed')
0.012760844,('villians', 'stinginess')
0.012656364,('insular', 'misfortunate')
0.012633328,('villan', 'detached')
0.012527226,('niggard', 'ill-timed')
0.012395838,('villain', 'narrow')
0.012285501,('meagre', 'ill-timed')
0.011987431,('implore', 'hapless')
0.011984323,('poorly', 'villian')
0.01191095,('beg', 'have-not')
0.011728989,('miserable', 'villainess')
0.0114708785,('villain', 'stinginess')
0.011454891,('poverty-stricken', 'pariahs')
0.011380807,('dropout', 'poorness')
0.011378571,('poor', 'mean')
0.011340437,('tightwad', 'impoverishment')
0.011172298,('outcast', 'meager')
0.011168943,('poverty', 'sad')
0.010994386,('villan', 'impoverishment')
0.0106703015,('indigent', 'have-not')
0.010630013,('poverty', 'misers')
0.010627179,('villainous', 'penniless')
0.010602952,('unfortunate', 'parsimonious')
0.010482709,('castaway', 'narrow')
0.010313419,('wretch', 'poverty-stricken')
0.01005279,('wrong', 'villian')
0.009960863,('impoverish', 'detached')
0.009923079,('villians', 'skinflint')
0.009893886,('meagre', 'mean')
0.00980592,('supplicate', 'poorer')
0.009689249,('sad', 'ishmael')
0.009616541,('skinflint', 'poverty-stricken')
0.009253203,('poorness', 'mean')
0.009094438,('ishmael', 'detached')
0.0090736,('scrooge', 'poorer')
0.00906178,('ishmael', 'impoverish')
0.008992861,('villians', 'tightwad')
0.008985604,('churl', 'ill-timed')
0.008976245,('scrooge', 'low-income')
0.008931295,('skinflint', 'pitiful')
0.008896555,('miserable', 'ishmael')
0.008865249,('scrooge', 'narrow-minded')
0.008339408,('stingy', 'paupers')
0.008250856,('meager', 'pariahs')
0.008231037,('ill-timed', 'meanness')
0.008130094,('impoverished', 'tightwad')
0.008046279,('mendicant', 'heavies')
0.007778527,('villan', 'pray')
0.007657388,('ill-timed', 'paupers')
0.0075813313,('untimely', 'separated')
0.0075299293,('parsimonious', 'villain')
0.007453584,('tightwad', 'poorer')
0.007314819,('ishmael', 'poorer')
0.007245017,('villians', 'meagre')
0.007131052,('parsimony', 'wretched')
0.0065457583,('segregated', 'pitiable')
0.0063986355,('pauper', 'beg')
0.00618989,('wretch', 'pray')
0.0061746347,('villians', 'niggard')
0.0061540445,('villians', 'poor')
0.006136924,('separated', 'heavies')
0.0060393573,('poverty', 'scoundrel')
0.0057058865,('pauper', 'unfortunate')
0.0054186997,('poor', 'villainess')
0.005415152,('ishmael', 'poorly')
0.0054136226,('implore', 'pitiful')
0.0054026158,('poverty', 'mean')
0.005356937,('unhappy', 'pray')
0.005149442,('miscreants', 'dropout')
0.0050918963,('pathetic', 'pray')
0.0050113895,('segregated', 'paupers')
0.0049635605,('indigent', 'impoverishment')
0.004779981,('pariah', 'unintegrated')
0.004760861,('dropout', 'poorly')
0.0047062426,('churl', 'narrow')
0.0046331827,('meagre', 'supplicate')
0.0042461157,('paupers', 'poorest')
0.0041418322,('segregated', 'scrooge')
0.003915285,('poorness', 'low-income')
0.0038722556,('implore', 'poorest')
0.003796324,('ill-timed', 'supplicate')
0.003723402,('beggar', 'impoverish')
0.0037209184,('pariah', 'heavies')
0.0035096884,('villians', 'beg')
0.0034652313,('ill-timed', 'mean')
0.0034446358,('separated', 'penniless')
0.0031583551,('misfortunate', 'narrow')
0.003090012,('scoundrel', 'unintegrated')
0.0028680386,('beg', 'stinginess')
0.00286402,('poorly', 'villain')
0.0028456484,('destitute', 'supplicate')
0.0025965644,('sad', 'unintegrated')
0.0023479082,('separated', 'meanness')
0.0019442689,('castaway', 'impoverish')
0.0019138224,('dropout', 'villain')
0.0016859793,('parochial', 'castaway')
0.001675202,('impoverished', 'villain')
0.0015317491,('ishmael', 'isolated')
0.0014337166,('poor', 'scoundrel')
0.0013454556,('unfortunate', 'miscreants')
0.0013021526,('sad', 'miscreants')
0.0012464043,('churl', 'poorer')
0.0010979959,('poverty', 'misfortunate')
0.001056707,('villians', 'poorness')
0.00074099936,('scrooge', 'narrow')
0.0006196946,('tightwad', 'heavies')
0.00061158324,('insular', 'cheapskate')
0.0005016887,('destitute', 'pray')
0.0004163442,('hapless', 'meanness')
0.0003498331,('impoverish', 'miser')
0.0002636535,('meanness', 'impoverishing')
9.8360746e-05,('parsimony', 'miscreants')
8.9157686e-05,('parsimonious', 'impoverishment')
3.761705e-05,('ill-timed', 'villain')
-8.3552935e-05,('hapless', 'impoverishment')
-0.00022630305,('poorness', 'detached')
-0.00022768801,('villians', 'detached')
-0.00025266214,('castaway', 'pariahs')
-0.0004277806,('pauper', 'poorness')
-0.00057042483,('stingy', 'parsimonious')
-0.0007293023,('scrooge', 'beg')
-0.0007837732,('ill-timed', 'poverty-stricken')
-0.0008176314,('have-not', 'heavies')
-0.0011615818,('beggar', 'wrong')
-0.0013391315,('unseasonable', 'poorest')
-0.001464145,('poorness', 'unhappy')
-0.0015459179,('ishmael', 'hapless')
-0.0018212298,('parsimony', 'piteous')
-0.0019953877,('ishmael', 'unintegrated')
-0.0021029194,('cheapskate', 'narrow')
-0.00229202,('wrong', 'hapless')
-0.0023017004,('insular', 'meager')
-0.0023373514,('indigent', 'wrong')
-0.00262221,('implore', 'tightwad')
-0.0027337621,('impoverishment', 'heavies')
-0.0027353228,('sad', 'dropout')
-0.0027561954,('unfortunate', 'skinflint')
-0.0028254145,('castaway', 'unintegrated')
-0.0028356458,('scrooge', 'parsimony')
-0.0028910763,('misfortunate', 'pariah')
-0.0029437284,('segregated', 'ishmael')
-0.0032209535,('meagre', 'villainous')
-0.0033226614,('scoundrel', 'poorest')
-0.0033396932,('villians', 'insular')
-0.0034662639,('villian', 'narrow')
-0.0035141052,('unseasonable', 'poverty')
-0.0035257381,('insular', 'paupers')
-0.003596718,('mean', 'pariahs')
-0.0037866116,('hapless', 'miser')
-0.0039486466,('villain', 'have-not')
-0.004034796,('pitiful', 'heavies')
-0.0042661205,('parsimony', 'stinginess')
-0.00440562,('unseasonable', 'pitiful')
-0.004410609,('parsimony', 'villain')
-0.0045274114,('meagre', 'piteous')
-0.0045442022,('supplicate', 'dropout')
-0.004761435,('pauper', 'separated')
-0.00502577,('pitiful', 'pray')
-0.0051702247,('misfortunate', 'mean')
-0.005190889,('beggar', 'mean')
-0.0052653924,('beggar', 'sad')
-0.005675281,('villian', 'meager')
-0.0056773024,('villan', 'narrow')
-0.0056927623,('scrooge', 'unfortunate')
-0.005759921,('parsimonious', 'poorest')
-0.0057886303,('wretch', 'isolated')
-0.0063931583,('ishmael', 'narrow-minded')
-0.006402054,('wrong', 'untimely')
-0.0064622797,('badguy', 'wretched')
-0.0065061417,('villainous', 'pray')
-0.0065190713,('villain', 'impoverishing')
-0.0066792974,('pitiable', 'mean')
-0.006688484,('pitiable', 'impoverishing')
-0.0067266664,('misers', 'meager')
-0.006898113,('insular', 'dropout')
-0.0070207966,('ill-timed', 'wretched')
-0.00712793,('pauper', 'impoverishment')
-0.007315987,('implore', 'cheapskate')
-0.0073266765,('scoundrel', 'meager')
-0.0073563354,('niggard', 'wretched')
-0.007546547,('badguy', 'pray')
-0.007829168,('wretch', 'mean')
-0.007867025,('churl', 'unhappy')
-0.007968779,('poverty', 'ill-timed')
-0.008019127,('pray', 'meager')
-0.008087327,('pauper', 'poorly')
-0.008299919,('pathetic', 'parsimonious')
-0.008475102,('scrooge', 'insular')
-0.008550572,('indigent', 'castaway')
-0.008722825,('impoverished', 'supplicate')
-0.008879235,('scrooge', 'scoundrel')
-0.008992743,('have-not', 'pariahs')
-0.009054525,('unseasonable', 'penniless')
-0.009088407,('poorness', 'villain')
-0.009250137,('mendicant', 'pariahs')
-0.009324925,('badguy', 'isolated')
-0.009394273,('pray', 'stinginess')
-0.0095837,('meagre', 'isolated')
-0.009585904,('hapless', 'villainess')
-0.009605778,('pathetic', 'poverty')
-0.009649551,('mendicant', 'impoverish')
-0.009840943,('piteous', 'heavies')
-0.009888208,('unseasonable', 'mean')
-0.009924699,('hapless', 'poorest')
-0.010033231,('wretched', 'villainess')
-0.010056072,('poverty', 'churl')
-0.010194795,('skinflint', 'heavies')
-0.010442146,('misfortunate', 'low-income')
-0.010535496,('mendicant', 'villians')
-0.010926356,('castaway', 'poorly')
-0.011062482,('poorly', 'poverty-stricken')
-0.01110834,('miserable', 'heavies')
-0.011166523,('unseasonable', 'impoverish')
-0.011194153,('insular', 'ishmael')
-0.011285606,('wretched', 'wrong')
-0.011509389,('unfortunate', 'villan')
-0.011514618,('impoverishment', 'stinginess')
-0.011647187,('stinginess', 'impoverishing')
-0.011657405,('supplicate', 'separated')
-0.011702473,('sad', 'paupers')
-0.01174539,('tightwad', 'untimely')
-0.011865612,('pathetic', 'impoverishment')
-0.011902067,('hapless', 'isolated')
-0.012028933,('poorest', 'mean')
-0.012476635,('poorness', 'poverty-stricken')
-0.012693164,('villian', 'mean')
-0.012730319,('pitiable', 'heavies')
-0.012810489,('tightwad', 'poorly')
-0.012917421,('pray', 'pariahs')
-0.012988872,('pitiable', 'paupers')
-0.0130518535,('unfortunate', 'beg')
-0.0131545225,('have-not', 'pray')
-0.013322696,('meagre', 'meanness')
-0.013385365,('unseasonable', 'poorness')
-0.013591151,('outcast', 'churl')
-0.0136452755,('wretch', 'insular')
-0.013722242,('villians', 'wrong')
-0.014255748,('paupers', 'poorer')
-0.014322538,('scrooge', 'mean')
-0.014338562,('pray', 'narrow-minded')
-0.014462594,('sad', 'parsimonious')
-0.014593123,('unfortunate', 'supplicate')
-0.014615848,('ishmael', 'heavies')
-0.014616504,('mendicant', 'mean')
-0.015148082,('wrong', 'miser')
-0.015212979,('paupers', 'separated')
-0.015301405,('badguy', 'poorly')
-0.015366536,('parsimonious', 'impoverishing')
-0.015498763,('miser', 'heavies')
-0.015553291,('miser', 'pariahs')
-0.016033689,('castaway', 'supplicate')
-0.016132232,('villainous', 'have-not')
-0.016298138,('villians', 'pauper')
-0.016492592,('poorly', 'villainess')
-0.016527813,('implore', 'unhappy')
-0.016978983,('scoundrel', 'separated')
-0.01700496,('villians', 'supplicate')
-0.017372018,('scrooge', 'wrong')
-0.017422535,('miscreants', 'low-income')
-0.01750262,('unhappy', 'mean')
-0.017581329,('unseasonable', 'piteous')
-0.017888313,('villians', 'pariah')
-0.017950581,('scoundrel', 'stinginess')
-0.018398851,('hapless', 'mean')
-0.018810255,('parsimony', 'heavies')
-0.018846786,('miscreants', 'poorest')
-0.018850207,('heavies', 'penniless')
-0.018919965,('implore', 'pitiable')
-0.019203417,('unseasonable', 'supplicate')
-0.019253027,('misfortunate', 'wrong')
-0.019340295,('mean', 'meager')
-0.019701311,('impoverished', 'scoundrel')
-0.01984848,('meagre', 'miscreants')
-0.019888021,('wrong', 'unintegrated')
-0.020171445,('meagre', 'scoundrel')
-0.020352067,('isolated', 'heavies')
-0.020358322,('beggar', 'impoverishing')
-0.020390736,('insular', 'churl')
-0.02046301,('impoverish', 'untimely')
-0.020734362,('villainess', 'impoverishing')
-0.020744484,('castaway', 'hapless')
-0.020823333,('segregated', 'poorness')
-0.021096114,('dropout', 'isolated')
-0.021112256,('insular', 'impoverishment')
-0.021119861,('villainous', 'impoverishing')
-0.021275764,('isolated', 'villian')
-0.021397067,('scoundrel', 'wrong')
-0.021420438,('impoverished', 'castaway')
-0.02148435,('indigent', 'villian')
-0.022521418,('parochial', 'paupers')
-0.02260969,('unintegrated', 'pariahs')
-0.022656724,('villians', 'impoverishing')
-0.022770511,('beggar', 'detached')
-0.02300596,('impoverishment', 'narrow')
-0.02301894,('skinflint', 'narrow')
-0.023097811,('hapless', 'poorer')
-0.023154927,('implore', 'unfortunate')
-0.023263123,('pauper', 'poverty-stricken')
-0.023413084,('cheapskate', 'stinginess')
-0.023915911,('supplicate', 'villainess')
-0.024095038,('pariah', 'miser')
-0.024195256,('beggar', 'unintegrated')
-0.024200832,('paupers', 'meanness')
-0.024254225,('pitiable', 'separated')
-0.0243667,('misers', 'pariah')
-0.024393024,('parochial', 'mean')
-0.024441147,('implore', 'piteous')
-0.024441773,('misers', 'isolated')
-0.024508892,('meager', 'narrow-minded')
-0.024523126,('poorly', 'have-not')
-0.02477835,('mean', 'villainess')
-0.024826203,('supplicate', 'poorly')
-0.024931882,('poverty-stricken', 'miser')
-0.02508651,('villainous', 'poverty-stricken')
-0.025310617,('villians', 'piteous')
-0.025358116,('parochial', 'poorness')
-0.025379946,('poorly', 'untimely')
-0.025510475,('mendicant', 'poorly')
-0.026016515,('impoverished', 'miser')
-0.026140425,('pitiable', 'impoverishment')
-0.026223114,('wretch', 'meager')
-0.026566088,('poor', 'villain')
-0.026738726,('poverty-stricken', 'meanness')
-0.026912749,('outcast', 'miser')
-0.026922543,('cheapskate', 'mean')
-0.027007166,('mean', 'detached')
-0.027119407,('poverty', 'villain')
-0.027217362,('cheapskate', 'pariahs')
-0.027224058,('poorly', 'penniless')
-0.02734057,('parsimonious', 'dropout')
-0.027429055,('churl', 'detached')
-0.027533632,('ill-timed', 'hapless')
-0.027536936,('destitute', 'mean')
-0.027620178,('untimely', 'mean')
-0.027658354,('poorness', 'isolated')
-0.027670918,('unseasonable', 'scoundrel')
-0.027705012,('poor', 'skinflint')
-0.027912103,('ishmael', 'dropout')
-0.028024185,('misers', 'poorest')
-0.028116642,('wrong', 'impoverish')
-0.02820208,('unhappy', 'villainess')
-0.02844249,('tightwad', 'impoverish')
-0.028621407,('skinflint', 'hapless')
-0.028764883,('low-income', 'untimely')
-0.02902638,('wretch', 'unseasonable')
-0.029181998,('supplicate', 'stinginess')
-0.029331114,('destitute', 'villainess')
-0.029485684,('unfortunate', 'heavies')
-0.02985369,('villians', 'poorly')
-0.029929293,('unintegrated', 'stinginess')
-0.030036265,('pray', 'unintegrated')
-0.030353045,('pitiable', 'wrong')
-0.030429274,('miserable', 'mean')
-0.030552581,('villainous', 'meager')
-0.030670729,('paupers', 'narrow')
-0.030922819,('poverty', 'wrong')
-0.031052599,('impoverished', 'misers')
-0.031064937,('mendicant', 'separated')
-0.031134807,('unfortunate', 'cheapskate')
-0.031265322,('indigent', 'ishmael')
-0.03218946,('poorness', 'narrow')
-0.032202285,('scoundrel', 'poorer')
-0.032213826,('poorer', 'heavies')
-0.032350715,('pauper', 'stinginess')
-0.03238625,('skinflint', 'villain')
-0.03262671,('have-not', 'detached')
-0.03274864,('meagre', 'pariahs')
-0.03286991,('unseasonable', 'impoverishment')
-0.032953534,('indigent', 'pariahs')
-0.033138566,('implore', 'separated')
-0.033224024,('low-income', 'heavies')
-0.033236552,('ishmael', 'pitiful')
-0.03340646,('scrooge', 'isolated')
-0.03348997,('piteous', 'beg')
-0.033577353,('pathetic', 'heavies')
-0.03361269,('segregated', 'villian')
-0.033831988,('segregated', 'have-not')
-0.03409148,('poor', 'parsimonious')
-0.034122955,('segregated', 'misfortunate')
-0.034195907,('meagre', 'wrong')
-0.03421077,('outcast', 'heavies')
-0.034238987,('unseasonable', 'parsimonious')
-0.03434023,('piteous', 'meager')
-0.03444144,('villan', 'meager')
-0.034514915,('misfortunate', 'impoverishment')
-0.034716915,('unseasonable', 'churl')
-0.034838017,('badguy', 'meagre')
-0.03492075,('parsimony', 'separated')
-0.03505731,('mean', 'heavies')
-0.035065934,('implore', 'wrong')
-0.03510364,('supplicate', 'heavies')
-0.035274107,('low-income', 'narrow-minded')
-0.03543437,('poorly', 'misers')
-0.035468657,('impoverished', 'villian')
-0.035501644,('badguy', 'poorest')
-0.035526395,('villian', 'impoverishment')
-0.035535846,('niggard', 'impoverishing')
-0.035656895,('misers', 'separated')
-0.035767045,('parsimony', 'poorly')
-0.035770133,('mean', 'narrow')
-0.03577184,('destitute', 'misers')
-0.035775635,('ishmael', 'impoverishing')
-0.036089074,('ishmael', 'poverty-stricken')
-0.03616968,('castaway', 'low-income')
-0.036191136,('miscreants', 'meager')
-0.036253538,('castaway', 'wrong')
-0.03630207,('villainous', 'beg')
-0.03637766,('castaway', 'insular')
-0.036422372,('villan', 'poorly')
-0.036462486,('ill-timed', 'miscreants')
-0.036530424,('misfortunate', 'poorly')
-0.036718167,('poorest', 'cheapskate')
-0.036783315,('mean', 'meanness')
-0.036797855,('cheapskate', 'beg')
-0.03680387,('wretch', 'impoverishment')
-0.03684714,('parochial', 'parsimony')
-0.03687058,('niggard', 'heavies')
-0.037074756,('paupers', 'detached')
-0.037113596,('impoverishment', 'villainess')
-0.037164487,('beg', 'narrow-minded')
-0.03719121,('scrooge', 'separated')
-0.03724663,('mendicant', 'destitute')
-0.037270762,('destitute', 'parsimonious')
-0.037630662,('parsimony', 'isolated')
-0.03822762,('insular', 'badguy')
-0.03840235,('parochial', 'penniless')
-0.038655657,('castaway', 'separated')
-0.038738042,('niggard', 'untimely')
-0.03936309,('poorly', 'piteous')
-0.03965371,('wretch', 'stinginess')
-0.039719153,('castaway', 'pariah')
-0.039741006,('misfortunate', 'poorer')
-0.03998394,('meagre', 'villian')
-0.040034812,('ill-timed', 'villian')
-0.04018793,('outcast', 'ishmael')
-0.040285636,('indigent', 'misers')
-0.040458355,('outcast', 'pray')
-0.040461425,('meagre', 'separated')
-0.040463574,('pray', 'villainess')
-0.040529653,('beg', 'separated')
-0.04060953,('badguy', 'unfortunate')
-0.040679842,('mean', 'stinginess')
-0.040699627,('meagre', 'villan')
-0.04083244,('segregated', 'heavies')
-0.04103049,('niggard', 'impoverishment')
-0.04108425,('parsimony', 'unfortunate')
-0.04109331,('niggard', 'paupers')
-0.04114585,('sad', 'heavies')
-0.04116149,('beggar', 'poorly')
-0.04126431,('cheapskate', 'detached')
-0.04131927,('wretch', 'implore')
-0.041324116,('parsimonious', 'stinginess')
-0.04171246,('segregated', 'hapless')
-0.042017102,('piteous', 'pariahs')
-0.042113926,('miscreants', 'heavies')
-0.042126454,('villan', 'mean')
-0.042141087,('pray', 'narrow')
-0.0423461,('poverty', 'piteous')
-0.04235477,('miser', 'detached')
-0.042472586,('meagre', 'ishmael')
-0.042588238,('meagre', 'parsimony')
-0.04266889,('implore', 'ill-timed')
-0.04289586,('wrong', 'heavies')
-0.04322975,('poverty', 'heavies')
-0.043548975,('pauper', 'unhappy')
-0.04362697,('pitiful', 'low-income')
-0.043757718,('pathetic', 'low-income')
-0.04393815,('stingy', 'unintegrated')
-0.04406951,('villainess', 'stinginess')
-0.044169266,('villian', 'poorest')
-0.04462602,('miscreants', 'narrow')
-0.044660512,('villians', 'misfortunate')
-0.04497835,('villainous', 'dropout')
-0.044978976,('unfortunate', 'paupers')
-0.04523823,('implore', 'sad')
-0.045457143,('outcast', 'poorly')
-0.04565414,('villians', 'parochial')
-0.045898538,('miserable', 'castaway')
-0.045941744,('wrong', 'piteous')
-0.04599645,('wrong', 'meager')
-0.046164144,('pray', 'impoverishing')
-0.046270616,('castaway', 'impoverishing')
-0.046315726,('villainous', 'low-income')
-0.04634012,('sad', 'niggard')
-0.046452202,('skinflint', 'stinginess')
-0.046734862,('pauper', 'wrong')
-0.046951022,('miserable', 'implore')
-0.047086015,('badguy', 'penniless')
-0.04713517,('mendicant', 'beg')
-0.047417548,('villainous', 'unintegrated')
-0.04787488,('mendicant', 'meager')
-0.048052326,('poorest', 'miser')
-0.048108708,('churl', 'isolated')
-0.048223216,('wretched', 'heavies')
-0.048452396,('impoverished', 'churl')
-0.048570935,('unintegrated', 'meager')
-0.048779935,('parsimonious', 'beg')
-0.04898278,('tightwad', 'pray')
-0.04911367,('poorer', 'unintegrated')
-0.04921981,('parsimony', 'wrong')
-0.049279757,('implore', 'poorer')
-0.04953514,('unhappy', 'heavies')
-0.04954895,('niggard', 'low-income')
-0.04957886,('meagre', 'heavies')
-0.04961187,('churl', 'pariahs')
-0.049954556,('poverty', 'pray')
-0.050625093,('implore', 'low-income')
-0.050777577,('impoverished', 'pray')
-0.05094622,('impoverishment', 'narrow-minded')
-0.051194824,('mendicant', 'stinginess')
-0.051240467,('miscreants', 'untimely')
-0.05183213,('indigent', 'villan')
-0.05221321,('supplicate', 'poorest')
-0.05238627,('unseasonable', 'implore')
-0.052435603,('parsimony', 'detached')
-0.052717254,('impoverished', 'implore')
-0.05285629,('segregated', 'piteous')
-0.05317413,('villainous', 'impoverishment')
-0.0531969,('villain', 'mean')
-0.05356083,('separated', 'have-not')
-0.05376465,('unfortunate', 'miser')
-0.05382924,('untimely', 'poorer')
-0.05384012,('wretch', 'impoverish')
-0.05404024,('ill-timed', 'poorness')
-0.05430144,('poverty-stricken', 'untimely')
-0.054310672,('ishmael', 'low-income')
-0.05469941,('dropout', 'separated')
-0.055210333,('parsimony', 'untimely')
-0.05530057,('churl', 'poverty-stricken')
-0.055802375,('poorest', 'pray')
-0.056434207,('poverty', 'pitiable')
-0.05656933,('heavies', 'meanness')
-0.056650892,('indigent', 'villain')
-0.056842655,('parsimonious', 'low-income')
-0.057246562,('ill-timed', 'penniless')
-0.057596516,('implore', 'impoverishment')
-0.057677682,('piteous', 'stinginess')
-0.058042258,('poverty', 'tightwad')
-0.058357447,('badguy', 'meanness')
-0.058718182,('ill-timed', 'ishmael')
-0.059128273,('poorest', 'heavies')
-0.05960311,('poverty', 'parsimonious')
-0.059655584,('poor', 'pray')
-0.05972666,('villians', 'meager')
-0.059745368,('dropout', 'heavies')
-0.060377862,('indigent', 'skinflint')
-0.0604262,('unseasonable', 'poverty-stricken')
-0.060549147,('miser', 'unintegrated')
-0.060734812,('castaway', 'dropout')
-0.06074905,('insular', 'skinflint')
-0.06076663,('parochial', 'miser')
-0.0608959,('scrooge', 'poverty-stricken')
-0.06090859,('impoverished', 'niggard')
-0.060979497,('unseasonable', 'scrooge')
-0.061028793,('mendicant', 'poverty')
-0.06106383,('meagre', 'skinflint')
-0.06136889,('misers', 'narrow')
-0.0619981,('mendicant', 'impoverishment')
-0.06258815,('unseasonable', 'meager')
-0.06264831,('scrooge', 'stinginess')
-0.06272961,('villain', 'meager')
-0.06276413,('villan', 'unhappy')
-0.0628986,('miserable', 'parsimonious')
-0.062917836,('poorer', 'pray')
-0.06296248,('parsimony', 'pitiable')
-0.06311177,('beg', 'narrow')
-0.06324659,('unseasonable', 'stinginess')
-0.06326976,('segregated', 'churl')
-0.06344908,('poor', 'villan')
-0.06346268,('villian', 'separated')
-0.063808,('insular', 'have-not')
-0.06405915,('impoverish', 'narrow')
-0.06414559,('skinflint', 'impoverishment')
-0.064269654,('ishmael', 'mean')
-0.06488612,('niggard', 'beg')
-0.06492883,('implore', 'beggar')
-0.065003656,('parsimony', 'meager')
-0.06519213,('dropout', 'beg')
-0.06522815,('insular', 'misers')
-0.065236464,('parochial', 'miscreants')
-0.0653152,('piteous', 'poorer')
-0.065685995,('villian', 'impoverishing')
-0.065833196,('castaway', 'sad')
-0.06605193,('beg', 'heavies')
-0.06613023,('stingy', 'pray')
-0.066165246,('ishmael', 'stinginess')
-0.06624344,('castaway', 'pitiful')
-0.066253304,('sad', 'impoverish')
-0.0663552,('badguy', 'poor')
-0.06654797,('villainess', 'detached')
-0.066568844,('stingy', 'heavies')
-0.06661248,('dropout', 'scoundrel')
-0.066673175,('parochial', 'impoverishment')
-0.0669481,('implore', 'unintegrated')
-0.06704644,('niggard', 'pariah')
-0.06712679,('unseasonable', 'meagre')
-0.06724539,('villians', 'dropout')
-0.06739879,('poorness', 'stinginess')
-0.067656815,('castaway', 'destitute')
-0.06790097,('villain', 'poorer')
-0.068009645,('pitiful', 'mean')
-0.06819285,('insular', 'piteous')
-0.06849508,('miserable', 'skinflint')
-0.06906074,('wretch', 'poorer')
-0.06909624,('tightwad', 'poorest')
-0.06951024,('parsimonious', 'detached')
-0.06969795,('implore', 'poor')
-0.06986984,('unfortunate', 'niggard')
-0.06994814,('misers', 'unhappy')
-0.070082486,('parsimony', 'villainess')
-0.07018621,('parochial', 'implore')
-0.07030196,('pauper', 'insular')
-0.07051253,('castaway', 'meagre')
-0.0706459,('skinflint', 'pariah')
-0.07119755,('scoundrel', 'poorly')
-0.071203895,('poverty', 'supplicate')
-0.07161307,('pariah', 'pray')
-0.07201611,('niggard', 'narrow')
-0.07240401,('isolated', 'meanness')
-0.07254677,('insular', 'poorness')
-0.07268809,('unfortunate', 'dropout')
-0.07289187,('implore', 'narrow')
-0.07326246,('unseasonable', 'hapless')
-0.07378112,('badguy', 'beg')
-0.073831275,('penniless', 'meanness')
-0.07388408,('skinflint', 'meager')
-0.074126124,('destitute', 'badguy')
-0.074239925,('meagre', 'villain')
-0.07491901,('ill-timed', 'miser')
-0.07493541,('mendicant', 'meagre')
-0.07569918,('badguy', 'implore')
-0.07572685,('impoverished', 'villians')
-0.075731434,('destitute', 'meanness')
-0.075802155,('implore', 'poorly')
-0.076154806,('poor', 'meanness')
-0.076205455,('implore', 'paupers')
-0.07646775,('villians', 'mean')
-0.07729369,('poorly', 'impoverishment')
-0.07735149,('poorly', 'impoverish')
-0.07752553,('churl', 'poorly')
-0.07761237,('meagre', 'pray')
-0.07774485,('ill-timed', 'beg')
-0.07774972,('miser', 'poorer')
-0.077812664,('dropout', 'untimely')
-0.07807793,('villian', 'pray')
-0.07815522,('villan', 'beg')
-0.07819168,('low-income', 'meanness')
-0.078267306,('parsimony', 'low-income')
